"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"
"product"	0	0	0	0	0	0	0	0	0	0	0	"sex-role"	"along"	"strictly"	"."	"JJ"	"."	"X"	"lines"	"prep_along"
"product"	0	0	0	0	0	0	0	0	0	0	0	"substantial"	"an"	"only"	"of"	"JJ"	"IN"	"NN"	"line"	"ccomp"
"product"	0	0	0	0	0	0	0	0	0	0	0	"the"	"``"	"extend"	"of"	"DT"	"IN"	"JJ"	"line"	"dobj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"vineyard"	"monterey"	"the"	"and"	"NN"	"CC"	"NN"	"line"	"conj_and"
"product"	0	0	0	0	0	0	0	0	0	0	0	"complete"	"a"	"have"	"of"	"JJ"	"IN"	"NNS"	"line"	"dobj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"traditional"	"its"	"to"	"of"	"JJ"	"IN"	"RB"	"line"	"prep_to"
"product"	0	0	0	0	0	0	0	0	0	0	0	"_s"	"rubbermaid"	"of"	"five"	"POS"	"CD"	"NNS"	"line"	"prep_of"
"product"	0	0	0	0	0	0	0	0	0	0	0	"both"	"for"	"order"	"be"	"DT"	"VBP"	"``"	"lines"	"prep_for"
"product"	0	0	0	0	0	0	0	0	0	0	0	"both"	"for"	"order"	"be"	"DT"	"VBP"	"``"	"lines"	"prep_for"
"product"	0	0	0	0	0	0	0	0	0	0	0	"a"	"launch"	"to"	"of"	"DT"	"IN"	"JJ"	"line"	"dobj"
"product"	0	0	0	0	0	0	0	1	0	0	0	"expensive"	"to"	"reaction"	"extension"	"JJ"	"NNS"	"."	"line"	"nn"
"product"	0	0	0	0	0	0	0	0	0	0	0	"the"	"of"	"some"	"that"	"DT"	"WDT"	"VBD"	"lines"	"nsubj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"vodka"	"and"	"gin"	"to"	"NN"	"TO"	"VB"	"line"	"root"
"product"	0	0	0	0	0	0	0	0	0	0	0	"his"	"X"	"X"	","	"PRP$"	","	"WDT"	"lines"	"nsubj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"a"	"launch"	","	"of"	"DT"	"IN"	"JJ"	"line"	"nsubj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"a"	"and"	"sportswear"	"of"	"DT"	"IN"	"NN"	"line"	"nsubj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"back-to-school"	"its"	"promote"	"as"	"JJ"	"RB"	"RB"	"lines"	"dobj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"_s"	"samsung"	"cover"	"of"	"POS"	"IN"	"JJ"	"line"	"dobj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"toy"	"``"	"wuzzle"	"introduce"	"NN"	"VBN"	"IN"	"line"	"nsubj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"popsicle"	"private-label"	"a"	","	"NN"	","	"NNS"	"line"	"dobj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"_s"	"."	"ltd"	"of"	"POS"	"IN"	"NNS"	"line"	"dep"
"product"	0	0	0	0	0	0	0	0	0	0	0	"own"	"its"	"of"	","	"JJ"	","	"VBG"	"line"	"prep_of"
"product"	0	0	0	0	0	0	0	0	0	0	0	"major"	"its"	"to"	","	"JJ"	","	"PRP"	"line"	"prep_to"
"product"	0	0	0	0	1	0	0	0	0	0	0	"car"	"_s"	"company"	","	"NN"	","	"CC"	"lines"	"prep_of"
"product"	0	0	0	0	0	0	0	0	0	0	0	"one"	"merely"	"not"	"of"	"CD"	"IN"	"NN"	"line"	"conj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"a"	"introduce"	"japan"	"of"	"DT"	"IN"	"JJ"	"line"	"dobj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"its"	"introduce"	"hyundai"	","	"PRP$"	","	"DT"	"line"	"dobj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"avenue"	"fifth"	"luxury"	"."	"NN"	"."	"X"	"lines"	"conj_and"
"product"	0	0	0	0	0	0	0	0	0	0	0	"its"	"diversify"	"eventually"	"."	"PRP$"	"."	"X"	"lines"	"dobj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"christmas"	"new"	"the"	"display"	"NN"	"VBN"	"IN"	"line"	"prep_of"
"product"	0	0	0	0	0	0	0	0	0	0	0	"its"	"broaden"	"to"	"of"	"PRP$"	"IN"	"JJ"	"lines"	"dobj"
"product"	0	0	0	0	0	0	0	1	0	0	0	"commercial"	"its"	"X"	"include"	"JJ"	"VBP"	"JJ"	"lines"	"nsubj"
"product"	0	0	0	0	0	0	0	0	0	0	0	9370	"_s"	"ibm"	"introduce"	"CD"	"VBN"	"JJ"	"line"	"prep_for"
"product"	0	0	0	0	1	0	0	0	0	0	0	"ibm"	"the"	"of"	"."	"NN"	"."	"X"	"line"	"prep_of"
"product"	0	0	0	0	0	0	0	0	0	0	0	"new"	"a"	"with"	"of"	"JJ"	"IN"	"NN"	"line"	"prep_with"
"product"	0	0	0	0	0	0	0	0	0	0	0	9370	"_"	"machine"	"."	"CD"	"."	"X"	"line"	"prep_to"
"product"	0	0	0	0	0	0	0	0	0	0	0	"explosive"	"the"	"sell"	"to"	"NNS"	"TO"	"JJ"	"lines"	"nsubj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"guidebook"	"venerable"	"the"	"."	"NN"	"."	"X"	"line"	"prep_for"
"product"	0	0	0	0	0	0	0	0	0	0	0	"bestsell"	"second"	"its"	"after"	"VBG"	"IN"	"NN"	"line"	"ccomp"
"product"	0	0	0	0	0	0	0	0	0	0	0	"material"	"engineer"	"and"	","	"NNS"	","	"DT"	"lines"	"conj_and"
"product"	0	0	0	0	0	0	0	0	0	0	0	"bronco"	"the"	"make"	","	"NN"	","	"MD"	"line"	"dobj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"steelpipe"	"its"	"in"	"and"	"NN"	"CC"	"VBG"	"lines"	"prep_in"
"product"	0	0	0	0	0	0	0	0	0	0	0	"x-mp"	"bestsell"	"_s"	"be"	"JJ"	"VBD"	"RB"	"line"	"nsubj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"food"	"domestic"	"its"	","	"NN"	","	"IN"	"lines"	"appos"
"product"	0	0	0	0	0	0	0	0	0	0	0	"contraceptive-product"	"its"	"up"	"in"	"NNS"	"IN"	"DT"	"line"	"dobj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"entire"	"an"	"produce"	"in"	"JJ"	"IN"	"DT"	"line"	"dobj"
"product"	0	0	0	0	0	0	0	1	0	0	0	"``"	"plush"	"``"	"include"	"``"	"VBP"	"NN"	"lines"	"prep_with"
"product"	0	0	0	0	1	0	0	0	0	0	0	"apparel"	"own"	"its"	","	"NN"	","	"VBZ"	"lines"	"dobj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"its"	"bolster"	"to"	"in"	"PRP$"	"IN"	"DT"	"line"	"dobj"
"product"	0	0	0	0	0	0	0	0	0	0	0	9370	"new"	"_s"	","	"CD"	","	"VBG"	"line"	"prep_of"
"product"	0	0	0	0	0	0	0	0	0	0	0	"personal-product"	"."	"s"	"to"	"NNS"	"TO"	"$"	"line"	"dobj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"new"	"a"	"develop"	"of"	"JJ"	"IN"	"JJ"	"line"	"dobj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"its"	"that"	"message"	"of"	"PRP$"	"IN"	"NN"	"line"	"nsubj"
"product"	0	0	0	0	0	0	0	0	0	0	0	9370	"its"	"introduce"	"of"	"CD"	"IN"	"NNS"	"line"	"dobj"
"product"	0	0	0	0	0	0	0	0	0	0	0	9370	"the"	"against"	"."	"CD"	"."	"X"	"line"	"prep_against"
"product"	0	0	0	0	0	0	0	0	0	0	0	"a"	"service"	"and"	"of"	"DT"	"IN"	"JJ"	"line"	"dobj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"selective"	"salon"	"curti"	"be"	"NNS"	"VBP"	"JJ"	"line"	"nsubj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"cosmetic"	"markoff"	"de"	","	"NNS"	","	"VBN"	"lines"	"dep"
"product"	0	0	0	0	0	0	0	0	0	0	0	"cosmetic"	"markoff"	"de"	","	"NNS"	","	"VBN"	"lines"	"dep"
"product"	0	0	0	0	0	0	0	1	0	0	0	"richardson-vicks"	"other"	"X"	"include"	"JJ"	"VBP"	"DT"	"lines"	"nsubj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"razor"	"and"	"personal-care"	"would"	"NN"	"MD"	"VB"	"lines"	"conj_and"
"product"	0	0	0	0	0	0	0	0	0	0	0	"culinova"	"premium"	"_"	"."	"NN"	"."	"X"	"line"	"prep_of"
"product"	0	0	0	0	0	0	0	0	0	0	0	"_s"	"lee"	"sara"	"be"	"POS"	"VBZ"	"IN"	"line"	"nsubj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"successful"	"a"	"introduce"	"of"	"JJ"	"IN"	"JJ"	"line"	"dobj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"new"	"a"	"test"	"of"	"JJ"	"IN"	"JJ"	"line"	"dobj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"refrigerated"	"complete"	"a"	"call"	"JJ"	"VBD"	"NN"	"line"	"dobj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"a"	"launch"	"gerber"	"of"	"DT"	"IN"	"JJ"	"line"	"dobj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"a"	"distribute"	"from"	"of"	"DT"	"IN"	"VBG"	"line"	"dobj"
"product"	0	0	0	0	0	0	0	0	0	0	1	"dinosaur"	"its"	"on"	"."	"NN"	"."	"X"	"line"	"prep_on"
"product"	0	0	0	0	0	0	0	0	0	0	0	"company"	12	"across"	"."	"NN"	"."	"X"	"lines"	"prep_across"
"product"	0	0	0	0	0	0	0	0	0	0	0	"cosmetic"	"prestige"	"consider"	","	"NNS"	","	"RB"	"lines"	"dep"
"product"	0	0	0	0	0	0	0	0	0	0	0	"almay"	"and"	"halston"	","	"NN"	","	"IN"	"lines"	"conj_and"
"product"	0	0	0	0	0	0	0	1	0	0	0	"X"	"X"	"X"	"include"	"X"	"VBD"	"NN"	"lines"	"nsubj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"textra"	"new"	"_s"	"of"	"NN"	"IN"	"NN"	"line"	"dep"
"product"	0	0	0	0	0	0	0	0	0	0	0	"own"	"its"	"with"	"of"	"JJ"	"IN"	"NNS"	"line"	"prep_with"
"product"	0	0	0	0	0	0	0	0	0	0	0	"profitable"	"shed"	","	","	"JJ"	","	"VB"	"lines"	"dobj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"a"	"offer"	"and"	"of"	"DT"	"IN"	"NN"	"line"	"dobj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"leisure"	"two"	"the"	"that"	"NN"	"WDT"	"VBP"	"lines"	"nsubj"
"product"	0	0	0	0	1	0	0	0	0	0	0	"sportswear"	"new"	"a"	"for"	"NN"	"IN"	"NNS"	"line"	"dobj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"womenswear"	"their"	"to"	","	"NN"	","	"MD"	"lines"	"prep_to"
"product"	0	0	0	0	0	0	0	0	0	0	1	"such"	"on"	"be"	"as"	"JJ"	"IN"	"NN"	"lines"	"prep_on"
"product"	0	0	0	0	0	0	0	0	0	0	0	"specialty-food"	"small"	"some"	"."	"NN"	"."	"X"	"lines"	"dep"
"product"	0	0	0	0	0	0	0	0	0	0	0	"garden"	"and"	"lawn"	","	"NN"	","	"WDT"	"lines"	"conj_and"
"product"	0	0	0	0	0	0	0	0	0	0	0	"their"	"link"	"to"	"of"	"PRP$"	"IN"	"NNS"	"lines"	"dobj"
"product"	0	0	0	0	0	0	0	0	0	0	1	"cosmetic"	"some"	"on"	50	"JJ"	"CD"	"NN"	"lines"	"prep_on"
"product"	0	0	0	0	0	0	0	0	0	0	0	"remain"	"back"	"prune"	"to"	"VBG"	"TO"	"PRP$"	"lines"	"dobj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"a"	"try"	"company"	"of"	"DT"	"IN"	"JJ"	"line"	"dobj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"a"	"test"	"be"	"of"	"DT"	"IN"	"JJ"	"line"	"nsubj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"food"	"_s"	"."	"for"	"NN"	"IN"	"$"	"lines"	"dobj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"brite"	"rainbow"	"and"	"of"	"NN"	"IN"	"NNS"	"lines"	"conj_and"
"product"	0	0	0	0	0	0	0	0	0	0	0	"its"	"broaden"	"have"	"of"	"PRP$"	"IN"	"NN"	"line"	"dobj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"machine"	"game"	"intellivision"	"and"	"NN"	"CC"	"JJ"	"line"	"nsubj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"new"	"the"	"that"	"be"	"JJ"	"VBP"	"RBR"	"lines"	"nsubjpass"
"product"	0	0	0	0	0	0	0	0	0	0	0	"complete"	"the"	"cover"	"competitively"	"JJ"	"RB"	"IN"	"line"	"dobj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"_s"	"company"	"the"	"of"	"POS"	"IN"	"``"	"line"	"ccomp"
"product"	0	0	0	0	0	0	0	0	0	0	0	"ready-to-wear"	"up-market"	"an"	"of"	"JJ"	"IN"	"NNS"	"line"	"dobj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"prestigious"	"most"	"their"	"to"	"JJ"	"TO"	"VB"	"lines"	"prep_for"
"product"	0	0	0	0	0	0	0	0	0	0	0	"davidoff"	"the"	"prevent"	"of"	"NN"	"IN"	"NNS"	"line"	"dobj"
"product"	0	0	0	0	1	0	0	0	0	0	0	"broad"	"a"	"make"	"of"	"JJ"	"IN"	"NN"	"line"	"dobj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"communications-product"	"the"	"shed"	"."	"NNS"	"."	"X"	"lines"	"dobj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"a"	"with"	"april"	"of"	"DT"	"IN"	"``"	"line"	"prep_with"
"product"	0	0	0	0	0	0	0	0	0	0	0	"compete"	","	"separate"	"of"	"VBG"	"IN"	"NN"	"line"	"dobj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"two"	"with"	"year"	"of"	"CD"	"IN"	"NNS"	"lines"	"prep_with"
"product"	0	0	0	0	0	0	0	0	0	0	0	"its"	"broaden"	"to"	"by"	"PRP$"	"IN"	"VBG"	"line"	"dobj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"care"	"hair"	"new"	"that"	"NN"	"IN"	"NN"	"line"	"prep_for"
"product"	0	0	0	0	0	0	0	0	0	0	0	"over-the-counter"	"healthy"	"own"	"and"	"JJ"	"CC"	"VB"	"lines"	"prep_to"
"product"	0	0	0	0	0	0	0	0	0	0	0	"new"	"the"	"receive"	"of"	"JJ"	"IN"	"JJ"	"line"	"dobj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"such"	"offer"	"in"	"."	"JJ"	"."	"X"	"lines"	"dobj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"alternative"	"the"	"of"	"also"	"JJ"	"RB"	"VBP"	"lines"	"prep_of"
"product"	0	0	0	0	0	0	0	0	0	0	0	"``"	"shoebox"	"``"	","	"``"	","	"VBN"	"line"	"dobj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"buffet"	"a"	"and"	"of"	"NN"	"IN"	"NN"	"line"	"conj_and"
"product"	0	0	0	0	0	0	0	0	0	0	0	"consumer"	"the"	"that"	"account"	"NN"	"VBP"	"IN"	"lines"	"nsubj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"a"	"service"	"and"	"of"	"DT"	"IN"	"NN"	"line"	"dobj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"loudspeaker"	"and"	"television-tube"	","	"NN"	","	"DT"	"lines"	"conj_and"
"product"	0	0	0	0	0	0	0	0	0	0	0	"k-car"	"current"	"the"	"at"	"NN"	"IN"	"NN"	"line"	"dobj"
"product"	0	0	0	0	0	0	0	0	0	0	1	"a"	"on"	"%"	"of"	"DT"	"IN"	"NNS"	"line"	"prep_on"
"product"	0	0	0	0	0	0	0	0	0	0	0	"capital"	"venture"	"certain"	"."	"NN"	"."	"X"	"lines"	"dobj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"vegisnax"	"its"	"of"	"of"	"NN"	"IN"	"RB"	"line"	"prep_of"
"product"	0	0	0	0	1	0	0	0	0	0	0	"vax"	"_s"	"digital"	","	"NN"	","	"VBZ"	"line"	"prep_in"
"product"	0	0	0	0	0	0	0	0	0	0	0	"aircraft"	"new"	"two"	"airbus"	"NN"	"NN"	"VBZ"	"lines"	"nn"
"product"	0	0	0	0	0	0	0	0	0	0	0	"machinery"	"agricultural"	"its"	","	"NN"	","	"VBD"	"lines"	"prep_in"
"product"	0	0	0	0	0	0	0	0	0	0	0	"doll"	"``"	"barbie"	"."	"NN"	"."	"X"	"line"	"root"
"product"	0	0	0	0	1	0	0	0	0	0	0	"product"	"consumer"	"its"	"so"	"NNS"	"IN"	"PRP"	"lines"	"dobj"
"product"	0	0	0	0	1	0	0	0	0	0	0	"car"	"two"	"make"	"develop"	"NN"	"VBN"	"IN"	"lines"	"dobj"
"product"	0	0	0	0	1	0	0	0	0	0	0	"car"	"of"	"number"	"make"	"NN"	"VBN"	"RB"	"lines"	"prep_of"
"product"	0	0	0	0	0	0	0	0	0	0	0	"housing"	"the"	"quit"	","	"NN"	","	"WDT"	"lines"	"nsubj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"the"	"for"	"prospects"	","	"DT"	","	"PRP"	"lines"	"prep_for"
"product"	0	0	0	0	0	0	0	0	0	0	0	"the"	"treat"	"will"	"as"	"DT"	"IN"	"VBN"	"lines"	"dobj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"``"	"toy"	"action"	"that"	"``"	"WDT"	"VBZ"	"line"	"nsubj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"basic"	"offer"	"company"	","	"JJ"	","	"JJ"	"lines"	"nsubj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"_s"	"howell"	"&"	"could"	"POS"	"MD"	"VB"	"lines"	"prep_of"
"product"	0	0	0	0	0	0	0	0	0	0	0	"frozen"	"premium"	"its"	"call"	"JJ"	"VBD"	"JJ"	"line"	"dobj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"gourmet"	"budget"	"_s"	","	"NN"	","	"WDT"	"line"	"nsubj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"_orient"	"l"	"upscale"	"of"	"JJ"	"IN"	"JJ"	"line"	"dobj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"menu"	"le"	"its"	"."	"NN"	"."	"X"	"line"	"dobj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"the"	"when"	99	"be"	"DT"	"VBD"	"VBN"	"line"	"nsubjpass"
"product"	0	0	0	0	0	0	0	0	0	0	0	"a"	","	"product"	"of"	"DT"	"IN"	"JJ"	"line"	"appos"
"product"	0	0	0	0	0	0	0	0	0	0	0	"expensive"	"least"	"its"	"."	"JJ"	"."	"X"	"line"	"appos"
"product"	0	0	0	0	0	0	0	0	0	0	0	"_s"	"company"	"the"	"be"	"POS"	"VBP"	"JJ"	"lines"	"nsubj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"fragrance"	"or"	"cosmetic"	"each"	"NN"	"DT"	"NN"	"lines"	"conj_or"
"product"	0	0	0	0	0	0	0	0	0	0	0	"core"	"of"	"review"	"."	"NN"	"."	"X"	"lines"	"prep_of"
"product"	0	0	0	0	0	0	0	0	0	0	0	"tea"	"new"	"several"	","	"NN"	","	"CC"	"lines"	"dobj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"a"	"create"	"who"	"of"	"DT"	"IN"	"JJ"	"line"	"dobj"
"product"	0	0	0	0	1	0	0	0	0	0	0	"product"	"_s"	"isuzu"	","	"NN"	","	"DT"	"line"	"dobj"
"product"	0	0	0	0	1	0	0	0	0	0	0	"product"	"subsystem"	"and"	"."	"NN"	"."	"``"	"lines"	"conj_and"
"product"	0	0	0	0	0	0	0	0	0	0	0	"storage"	"datum"	"its"	"."	"NN"	"."	"X"	"line"	"prep_of"
"product"	0	0	0	0	0	0	0	1	0	0	0	"boat"	"_s"	"genmar"	"include"	"NN"	"VBP"	"NNS"	"lines"	"nsubj"
"product"	0	0	0	0	1	0	0	0	0	0	0	"car"	"eagle"	"the"	"consist"	"NN"	"VBZ"	"RB"	"line"	"nsubj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"the"	"X"	"X"	"have"	"DT"	"VBZ"	"VBN"	"line"	"nsubj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"new"	"a"	"of"	"of"	"JJ"	"IN"	"JJ"	"line"	"prep_of"
"product"	0	0	0	0	0	0	0	1	0	0	0	"other"	"X"	"X"	"include"	"JJ"	"VBP"	"JJ"	"lines"	"nsubj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"brand"	"american"	"many"	","	"NNS"	","	"JJ"	"lines"	"nsubj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"action"	"_"	"boy"	";"	"NN"	":"	"CC"	"line"	"prep_in"
"product"	0	0	0	0	0	0	0	0	0	0	0	"lizard"	"black"	"the"	"of"	"NN"	"IN"	"NN"	"line"	"root"
"product"	0	0	0	0	0	0	0	0	0	0	0	"expand"	"an"	"supply"	"of"	"VBN"	"IN"	"NN"	"line"	"dobj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"a"	"million"	31	"of"	"DT"	"IN"	"JJ"	"line"	"dobj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"his"	"to"	"rights"	"of"	"PRP$"	"IN"	"JJ"	"line"	"prep_to"
"product"	0	0	0	0	0	0	0	0	0	0	0	"a"	"out"	"roll"	"of"	"DT"	"IN"	"JJ"	"line"	"dobj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"a"	"redesign"	"in"	"of"	"DT"	"IN"	"NN"	"line"	"dobj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"defense"	"its"	"sell"	"."	"NN"	"."	"X"	"lines"	"dobj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"mail-order"	"its"	"all"	"in"	"NN"	"IN"	"NN"	"lines"	"dobj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"_s"	"mips"	"market"	"of"	"POS"	"IN"	"JJ"	"line"	"dobj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"billion"	5	"$"	"of"	"CD"	"IN"	"JJ"	"line"	"nsubj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"new"	"crucial"	"_s"	"of"	"JJ"	"IN"	"JJ"	"line"	"prep_of"
"product"	0	0	0	0	0	0	0	0	0	0	0	"gm-10"	"the"	"X"	"be"	"JJ"	"VBZ"	"VBN"	"line"	"nsubjpass"
"product"	0	0	0	0	1	0	0	0	0	0	0	"car"	"every"	"on"	"."	"NN"	"."	"``"	"line"	"pobj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"new"	"crucial"	"_s"	"of"	"JJ"	"IN"	"JJ"	"line"	"prep_of"
"product"	0	0	0	0	0	0	0	0	0	0	0	"george"	"by"	"chicken"	"at"	"NN"	"IN"	"DT"	"line"	"prep_by"
"product"	0	0	0	0	0	0	0	0	0	0	0	"on"	"focus"	"to"	"that"	"IN"	"WDT"	"VBP"	"lines"	"nsubj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"pen"	"papermate"	"_s"	"to"	"NN"	"TO"	"VB"	"line"	"dobj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"its"	"to"	"system"	"of"	"PRP$"	"IN"	"NN"	"line"	"prep_to"
"product"	0	0	0	0	1	0	0	0	0	0	0	"car"	"upscale"	"an"	"through"	"NN"	"IN"	"DT"	"line"	"dobj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"new"	"its"	"protect"	"of"	"JJ"	"IN"	"JJ"	"line"	"dobj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"pc"	"four-month-old"	"its"	","	"NN"	","	"VBD"	"line"	"prep_for"
"product"	0	0	0	0	1	0	0	0	0	0	0	"ibm"	"the"	"with"	"."	"NN"	"."	"X"	"line"	"prep_with"
"product"	0	0	0	0	0	0	0	0	0	0	0	"pc"	"old"	"_s"	"."	"NN"	"."	"X"	"line"	"prep_of"
"product"	0	0	0	0	0	0	0	0	0	0	0	"a"	"sell"	"by"	"of"	"DT"	"IN"	"JJ"	"line"	"dobj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"a"	"sell"	"by"	"of"	"DT"	"IN"	"JJ"	"line"	"dobj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"new"	"a"	"for"	"of"	"JJ"	"IN"	"JJ"	"line"	"prep_for"
"product"	0	0	0	0	0	0	0	0	0	0	0	"upscale"	"its"	"hope"	"will"	"JJ"	"MD"	"VB"	"line"	"nsubj"
"product"	0	0	0	0	1	0	0	0	0	0	0	"car"	"current"	"their"	"."	"NN"	"."	"X"	"lines"	"prep_from"
"product"	0	0	0	0	0	0	0	0	0	0	0	"luxury-car"	"new"	"of"	"may"	"NN"	"MD"	"RB"	"lines"	"prep_of"
"product"	0	0	0	0	0	0	0	0	0	0	0	"luxury"	"lexus"	"the"	"could"	"NN"	"MD"	"VB"	"line"	"nsubj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"narrow"	"one"	"in"	"of"	"JJ"	"IN"	"NN"	"line"	"prep_in"
"product"	0	0	0	0	0	0	0	0	0	0	0	"specialty"	"its"	"in"	"within"	"NN"	"IN"	"DT"	"lines"	"prep_in"
"product"	0	0	0	0	0	0	0	0	0	0	0	"semiconductor"	"few"	"a"	"do"	"NN"	"VBD"	"DT"	"lines"	"conj_and"
"product"	0	0	0	0	0	0	0	0	0	0	0	"profitable"	"more"	"its"	"."	"JJ"	"."	"X"	"lines"	"prep_in"
"product"	0	0	0	0	0	0	0	0	0	0	0	"shelf"	"top"	"the"	","	"NN"	","	"WDT"	"line"	"nsubj"
"product"	0	0	0	0	0	0	0	0	0	0	1	"future"	"some"	"on"	","	"JJ"	","	"NN"	"line"	"prep_on"
"product"	0	0	0	0	0	0	0	0	0	0	0	"meat"	"canned"	"the"	","	"NN"	","	"VBG"	"lines"	"nsubj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"equipment"	"chip"	"the"	"and"	"NN"	"CC"	"NN"	"line"	"dobj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"vision-care"	"the"	"of"	"will"	"JJ"	"MD"	"VB"	"lines"	"prep_of"
"product"	0	0	0	0	1	0	0	0	0	0	0	"computer"	"personal"	"its"	"be"	"NN"	"VBZ"	"RP"	"line"	"nsubj"
"product"	0	0	0	0	1	0	0	0	0	0	0	"apparel"	"its"	"in"	"."	"NN"	"."	"X"	"lines"	"prep_in"
"product"	0	0	0	0	0	0	0	0	0	0	0	"manufacturing"	"other"	"_s"	","	"NN"	","	"JJ"	"lines"	"nsubj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"a"	"introduce"	"company"	"of"	"DT"	"IN"	"NN"	"line"	"nsubj"
"product"	0	0	0	0	0	0	0	0	0	0	0	"new"	"a"	"in"	"of"	"JJ"	"IN"	"NNS"	"line"	"prep_in"
"product"	0	0	0	0	0	0	0	0	0	0	0	"fox"	"entry-level"	"its"	"."	"NN"	"."	"X"	"line"	"prep_of"
"product"	0	0	0	0	0	0	0	0	0	0	0	"the"	"X"	"X"	"be"	"DT"	"VBZ"	"VBN"	"line"	"nsubjpass"
